13|17
13|19
13|25
13|31
13|32
13|36
13|37
13|42
13|47
13|48
13|57
13|59
13|63
13|64
13|66
13|73
13|78
13|81
13|84
13|87
13|91
13|93
13|94
13|95
14|13
14|19
14|25
14|31
14|32
14|36
14|37
14|57
14|59
14|63
14|66
14|68
14|74
14|75
14|76
14|77
14|78
14|81
14|84
14|87
14|91
14|93
14|94
14|95
17|14
17|21
17|22
17|29
17|34
17|38
17|44
17|46
17|48
17|49
17|52
17|54
17|67
17|68
17|72
17|75
17|76
17|77
17|79
17|82
17|85
17|89
17|92
17|98
19|17
19|21
19|22
19|29
19|34
19|37
19|42
19|44
19|47
19|48
19|49
19|54
19|59
19|64
19|66
19|72
19|73
19|79
19|82
19|85
19|89
19|91
19|94
19|98
21|13
21|14
21|25
21|29
21|31
21|32
21|34
21|36
21|38
21|44
21|46
21|49
21|52
21|67
21|68
21|72
21|74
21|75
21|76
21|77
21|82
21|89
21|92
21|98
22|13
22|14
22|21
22|29
22|31
22|34
22|36
22|38
22|44
22|46
22|49
22|52
22|54
22|67
22|68
22|72
22|74
22|75
22|76
22|77
22|82
22|89
22|92
22|98
25|17
25|19
25|22
25|32
25|37
25|42
25|47
25|48
25|57
25|59
25|63
25|64
25|66
25|73
25|78
25|79
25|81
25|84
25|85
25|87
25|91
25|93
25|94
25|95
29|13
29|14
29|25
29|31
29|32
29|34
29|36
29|38
29|46
29|49
29|52
29|57
29|67
29|68
29|72
29|74
29|75
29|76
29|77
29|78
29|87
29|92
29|93
29|95
31|17
31|19
31|25
31|32
31|36
31|37
31|42
31|47
31|48
31|57
31|59
31|63
31|64
31|66
31|73
31|78
31|79
31|81
31|84
31|87
31|91
31|93
31|94
31|95
32|17
32|19
32|22
32|37
32|42
32|47
32|48
32|54
32|57
32|59
32|63
32|64
32|66
32|73
32|78
32|79
32|81
32|84
32|85
32|87
32|91
32|93
32|94
32|95
34|13
34|14
34|25
34|31
34|32
34|36
34|38
34|46
34|49
34|52
34|57
34|67
34|68
34|72
34|74
34|75
34|76
34|77
34|78
34|84
34|87
34|92
34|93
34|95
36|17
36|19
36|25
36|32
36|37
36|42
36|47
36|48
36|57
36|59
36|63
36|64
36|66
36|73
36|78
36|79
36|81
36|84
36|85
36|87
36|91
36|93
36|94
36|95
37|17
37|21
37|22
37|29
37|34
37|38
37|42
37|44
37|46
37|47
37|48
37|49
37|54
37|59
37|64
37|72
37|73
37|79
37|82
37|85
37|89
37|91
37|94
37|98
38|13
38|14
38|19
38|25
38|31
38|32
38|36
38|46
38|52
38|57
38|63
38|67
38|68
38|74
38|75
38|76
38|77
38|78
38|81
38|84
38|87
38|92
38|93
38|95
42|14
42|17
42|21
42|22
42|29
42|34
42|38
42|44
42|46
42|48
42|49
42|52
42|54
42|64
42|67
42|72
42|75
42|76
42|79
42|82
42|85
42|89
42|92
42|98
44|13
44|14
44|25
44|29
44|31
44|32
44|34
44|36
44|38
44|46
44|49
44|52
44|57
44|67
44|68
44|72
44|74
44|75
44|76
44|77
44|78
44|87
44|92
44|95
46|13
46|14
46|19
46|25
46|31
46|32
46|36
46|52
46|57
46|63
46|66
46|67
46|68
46|74
46|75
46|76
46|77
46|78
46|81
46|84
46|87
46|92
46|93
46|95
47|14
47|17
47|21
47|22
47|29
47|34
47|38
47|42
47|44
47|46
47|48
47|49
47|52
47|54
47|64
47|67
47|72
47|75
47|79
47|82
47|85
47|89
47|92
47|98
48|14
48|21
48|22
48|29
48|34
48|38
48|44
48|46
48|49
48|52
48|54
48|67
48|68
48|72
48|74
48|75
48|76
48|77
48|79
48|82
48|85
48|89
48|92
48|98
49|13
49|14
49|25
49|31
49|32
49|36
49|38
49|46
49|52
49|57
49|63
49|67
49|68
49|74
49|75
49|76
49|77
49|78
49|81
49|84
49|87
49|92
49|93
49|95
52|13
52|14
52|19
52|25
52|31
52|32
52|36
52|37
52|57
52|63
52|66
52|67
52|68
52|74
52|75
52|76
52|77
52|78
52|81
52|84
52|87
52|92
52|93
52|95
54|13
54|14
54|21
54|25
54|29
54|31
54|34
54|36
54|38
54|44
54|46
54|49
54|52
54|67
54|68
54|72
54|74
54|75
54|76
54|77
54|82
54|89
54|92
54|98
57|17
57|19
57|21
57|22
57|37
57|42
57|47
57|48
57|54
57|59
57|63
57|64
57|66
57|73
57|78
57|79
57|81
57|84
57|85
57|87
57|91
57|93
57|94
57|95
59|17
59|21
59|22
59|29
59|34
59|38
59|42
59|44
59|46
59|47
59|48
59|49
59|52
59|54
59|64
59|72
59|73
59|79
59|82
59|85
59|89
59|91
59|94
59|98
63|17
63|19
63|21
63|22
63|29
63|34
63|37
63|42
63|44
63|47
63|48
63|54
63|59
63|64
63|66
63|73
63|79
63|81
63|82
63|85
63|89
63|91
63|94
63|98
64|14
64|17
64|21
64|22
64|29
64|34
64|38
64|44
64|46
64|48
64|49
64|52
64|54
64|67
64|68
64|72
64|75
64|76
64|79
64|82
64|85
64|89
64|92
64|98
66|17
66|21
66|22
66|29
66|34
66|37
66|38
66|42
66|44
66|47
66|48
66|49
66|54
66|59
66|64
66|72
66|73
66|79
66|82
66|85
66|89
66|91
66|94
66|98
67|13
67|14
67|19
67|25
67|31
67|32
67|36
67|37
67|57
67|59
67|63
67|66
67|68
67|74
67|75
67|76
67|77
67|78
67|81
67|84
67|87
67|92
67|93
67|95
68|13
68|19
68|25
68|31
68|32
68|36
68|37
68|42
68|47
68|57
68|59
68|63
68|66
68|73
68|74
68|77
68|78
68|81
68|84
68|87
68|91
68|93
68|94
68|95
72|13
72|14
72|25
72|31
72|32
72|36
72|38
72|46
72|49
72|52
72|57
72|63
72|67
72|68
72|74
72|75
72|76
72|77
72|78
72|84
72|87
72|92
72|93
72|95
73|14
73|17
73|21
73|22
73|29
73|34
73|38
73|42
73|44
73|46
73|47
73|48
73|49
73|52
73|54
73|64
73|67
73|72
73|79
73|82
73|85
73|89
73|92
73|98
74|13
74|17
74|19
74|25
74|31
74|32
74|36
74|37
74|42
74|47
74|57
74|59
74|63
74|64
74|66
74|73
74|78
74|81
74|84
74|87
74|91
74|93
74|94
74|95
75|13
75|19
75|25
75|31
75|32
75|36
75|37
75|57
75|59
75|63
75|66
75|68
75|73
75|74
75|76
75|77
75|78
75|81
75|84
75|87
75|91
75|93
75|94
75|95
76|13
76|19
76|25
76|31
76|32
76|36
76|37
76|47
76|57
76|59
76|63
76|66
76|68
76|73
76|74
76|77
76|78
76|81
76|84
76|87
76|91
76|93
76|94
76|95
77|13
77|19
77|25
77|31
77|32
77|36
77|37
77|42
77|47
77|57
77|59
77|63
77|64
77|66
77|73
77|74
77|78
77|81
77|84
77|87
77|91
77|93
77|94
77|95
78|17
78|19
78|21
78|22
78|37
78|42
78|47
78|48
78|54
78|59
78|63
78|64
78|66
78|73
78|79
78|81
78|82
78|84
78|85
78|87
78|89
78|91
78|93
78|94
79|13
79|14
79|21
79|22
79|29
79|34
79|38
79|44
79|46
79|49
79|52
79|54
79|67
79|68
79|72
79|74
79|75
79|76
79|77
79|82
79|85
79|89
79|92
79|98
81|17
81|19
81|21
81|22
81|29
81|34
81|37
81|42
81|44
81|47
81|48
81|54
81|59
81|64
81|66
81|72
81|73
81|79
81|82
81|85
81|89
81|91
81|94
81|98
82|13
82|14
82|25
82|29
82|31
82|32
82|34
82|36
82|38
82|44
82|46
82|49
82|52
82|57
82|67
82|68
82|72
82|74
82|75
82|76
82|77
82|89
82|92
82|98
84|17
84|19
84|21
84|22
84|29
84|37
84|42
84|44
84|47
84|48
84|54
84|59
84|63
84|64
84|66
84|73
84|79
84|81
84|82
84|85
84|89
84|91
84|94
84|98
85|13
85|14
85|21
85|22
85|29
85|31
85|34
85|38
85|44
85|46
85|49
85|52
85|54
85|67
85|68
85|72
85|74
85|75
85|76
85|77
85|82
85|89
85|92
85|98
87|17
87|19
87|21
87|22
87|37
87|42
87|47
87|48
87|54
87|59
87|63
87|64
87|66
87|73
87|79
87|81
87|82
87|84
87|85
87|89
87|91
87|93
87|94
87|98
89|13
89|14
89|25
89|29
89|31
89|32
89|34
89|36
89|38
89|44
89|46
89|49
89|52
89|57
89|67
89|68
89|72
89|74
89|75
89|76
89|77
89|92
89|95
89|98
91|17
91|21
91|22
91|29
91|34
91|38
91|42
91|44
91|46
91|47
91|48
91|49
91|52
91|54
91|64
91|67
91|72
91|73
91|79
91|82
91|85
91|89
91|92
91|98
92|13
92|14
92|19
92|25
92|31
92|32
92|36
92|37
92|57
92|59
92|63
92|66
92|68
92|74
92|75
92|76
92|77
92|78
92|81
92|84
92|87
92|93
92|94
92|95
93|17
93|19
93|21
93|22
93|37
93|42
93|44
93|47
93|48
93|54
93|59
93|63
93|64
93|66
93|73
93|79
93|81
93|82
93|84
93|85
93|89
93|91
93|94
93|98
94|17
94|21
94|22
94|29
94|34
94|38
94|42
94|44
94|46
94|47
94|48
94|49
94|52
94|54
94|64
94|67
94|72
94|73
94|79
94|82
94|85
94|89
94|91
94|98
95|17
95|19
95|21
95|22
95|37
95|42
95|47
95|48
95|54
95|59
95|63
95|64
95|66
95|73
95|78
95|79
95|81
95|82
95|84
95|85
95|87
95|91
95|93
95|94
98|13
98|14
98|25
98|29
98|31
98|32
98|34
98|36
98|38
98|44
98|46
98|49
98|52
98|57
98|67
98|68
98|72
98|74
98|75
98|76
98|77
98|78
98|92
98|95
